100 100
0    1.30833140517 1.30308907701 NONE
36 16 41 15 61 31 69 89 48 60 83 88 86 47 73 52 9 91 0 28 71 2 67 81 95 97 19 75 56 79 10 34 74 35 26 55 45 98 78 50 4 3 22 57 65 87 38 53 24 21 33 64 30 84 99 32 85 11 29 70 77 51 90 7 96 18 42 54 82 93 40 17 12 1 39 43 59 80 25 6 66 14 58 63 37 13 8 20 94 72 46 27 92 49 62 23 68 5 44 76    -0.000963577932561 2.76115234531
56 34 55 38 35 75 45 91 52 3 98 61 78 83 99 29 89 24 31 57 74 85 69 36 32 33 17 65 88 82 48 42 54 7 1 86 73 16 25 50 9 41 26 93 97 15 81 60 10 0 66 4 30 67 63 2 28 8 47 71 20 6 90 79 95 21 27 12 22 19 84 51 87 49 77 80 53 5 72 18 96 64 43 94 11 70 40 13 39 14 58 59 92 46 23 37 62 68 76 44    -2.56870228233 2.22792713491
93 7 54 66 1 42 33 65 82 63 6 17 32 57 74 8 25 50 20 85 30 24 26 27 78 49 72 12 90 99 98 97 5 80 29 94 81 4 10 88 43 3 69 73 9 31 48 83 13 89 45 86 51 21 92 46 18 77 67 34 84 23 96 91 0 52 58 14 56 2 28 38 71 62 55 61 59 79 35 75 22 39 36 68 16 15 64 87 40 53 76 37 41 11 70 60 44 95 47 19    -1.21719620493 -0.894093608403
3 98 45 78 34 24 99 56 57 91 29 74 52 83 38 85 55 89 32 35 31 75 33 69 61 65 17 82 42 54 7 88 48 1 36 50 93 25 26 73 86 97 9 81 16 66 30 10 63 41 15 4 8 0 67 20 6 90 2 60 28 71 12 27 21 79 47 49 51 84 80 72 95 5 22 77 43 18 87 96 53 19 94 64 13 11 70 40 14 39 58 92 46 59 23 37 62 68 76 44    -2.10036220861 1.33282782558
88 69 48 31 89 73 83 86 9 97 74 26 50 81 65 57 78 10 98 4 33 0 67 24 52 16 36 91 61 30 15 3 2 28 45 32 7 71 41 93 85 34 99 54 42 60 56 90 21 82 79 17 29 84 22 1 75 55 51 95 12 35 38 77 47 87 18 96 53 6 66 64 19 25 80 43 63 11 70 40 39 8 14 59 20 58 13 72 94 49 27 46 37 92 5 23 62 68 44 76    -0.427816744013 1.10894381043
14 58 59 37 18 39 96 51 77 43 62 44 84 68 21 40 13 76 46 80 90 12 23 92 64 70 11 4 30 94 10 22 53 87 67 81 79 97 26 50 2 28 71 0 6 9 73 86 72 95 88 65 93 48 66 19 7 49 69 74 15 60 33 63 54 57 16 31 42 1 5 47 8 89 27 20 82 41 32 83 17 78 24 85 98 25 36 99 3 61 29 52 45 91 34 56 75 55 38 35    2.2176975301 -1.35633166319
74 57 78 98 24 65 33 32 83 3 89 85 31 99 45 69 7 42 82 29 54 17 88 50 26 48 91 34 93 52 1 97 56 73 86 9 81 61 38 25 55 30 75 35 10 66 4 36 63 90 6 67 0 16 8 12 15 20 2 41 28 21 71 51 60 80 27 84 79 49 72 77 43 18 22 96 5 95 47 94 87 53 64 13 19 14 58 11 40 70 39 92 46 59 23 62 37 68 76 44    -1.39569359412 0.737441801381
29 85 99 17 32 24 82 25 42 54 1 33 78 98 57 3 7 45 74 93 34 65 63 8 66 20 38 56 55 91 83 27 35 52 75 89 31 50 6 69 26 5 49 88 61 30 48 97 72 73 81 86 9 12 90 10 36 4 80 94 67 43 16 0 21 15 51 13 41 2 28 71 84 92 77 18 46 96 60 79 23 22 14 58 95 87 47 64 53 59 62 39 40 11 70 19 68 37 76 44    -2.99658028837 0.0058079186278
84 77 21 96 51 18 39 40 64 4 10 59 22 11 70 67 53 87 79 90 14 2 81 28 37 71 0 58 97 30 43 9 12 26 73 86 50 80 95 13 88 62 48 46 44 19 68 15 76 60 65 92 69 94 23 16 6 47 41 31 93 74 89 7 83 33 57 72 66 54 36 42 78 32 1 82 24 63 98 17 49 61 85 8 52 91 20 3 99 27 45 5 25 29 34 56 75 55 35 38    1.88016206339 -0.126883032595
49 5 72 27 20 6 8 63 66 94 93 1 92 80 7 25 54 13 12 23 42 46 82 17 43 30 90 33 32 65 50 85 62 26 57 74 58 24 68 14 76 51 97 99 78 4 29 18 10 21 81 77 44 98 96 59 84 88 9 73 3 37 86 39 69 48 45 67 31 89 83 0 40 2 28 34 64 22 71 79 91 56 70 11 52 53 87 38 55 61 35 75 15 16 95 36 60 41 19 47    -1.24787253339 -2.99297688567
19 47 95 60 15 71 41 79 87 28 16 2 53 22 0 67 64 11 70 86 9 73 48 36 40 81 10 88 84 4 21 69 97 77 96 31 39 89 51 18 26 61 83 50 59 37 30 90 52 91 14 65 74 58 43 12 57 78 98 75 80 56 45 34 3 33 35 55 24 7 93 13 44 62 38 32 46 68 54 99 42 85 6 76 82 17 94 29 92 1 23 66 72 63 25 8 49 20 27 5    2.52080271313 2.89341862027
19 95 47 60 71 79 87 15 28 2 53 22 0 41 16 67 64 11 70 86 9 73 48 40 81 10 84 88 4 21 36 97 69 77 96 39 51 18 31 89 26 83 50 59 61 30 37 90 14 52 65 58 74 91 43 12 57 80 78 98 33 56 75 45 3 34 24 13 35 62 55 44 93 7 32 46 68 38 6 54 76 42 99 85 82 94 92 17 23 29 1 66 72 63 25 8 49 20 27 5    2.41029884168 2.54474276815
33 32 57 24 42 82 85 17 54 7 74 78 65 1 99 98 93 29 25 3 45 66 50 63 26 83 8 89 31 69 34 20 88 6 30 97 91 56 48 52 81 27 38 73 9 86 55 90 10 12 49 4 35 75 72 61 5 80 67 36 21 0 94 43 51 2 16 28 84 15 13 77 71 18 41 96 79 92 46 60 22 14 58 23 87 64 95 53 59 39 47 40 62 11 70 19 37 68 76 44    -1.80917911944 0.00279544788558
13 46 92 23 80 94 43 62 58 68 12 14 76 90 44 6 72 51 59 18 30 37 96 77 21 39 84 49 4 50 66 26 10 93 40 97 5 81 63 65 27 64 7 8 20 70 67 11 9 54 22 1 73 53 79 42 33 87 2 86 0 28 71 88 74 82 17 57 32 48 25 69 24 85 78 95 31 89 98 83 99 15 19 29 60 16 3 41 45 47 36 91 52 34 61 56 38 55 75 35    1.19413293824 -2.4059708442
25 1 8 17 82 20 63 42 54 66 7 32 27 85 93 33 24 29 5 99 49 57 6 65 78 74 98 72 3 45 50 26 30 12 34 94 90 80 83 97 56 89 38 31 69 88 91 81 55 52 43 13 48 4 10 73 35 92 9 75 86 46 23 51 61 21 67 18 77 84 58 0 96 14 36 62 2 28 71 16 68 59 15 79 22 41 76 39 64 87 60 44 40 37 53 95 11 70 47 19    -2.68123695833 -1.28824638958
26 97 50 4 30 10 81 90 9 21 73 86 51 67 12 65 88 84 77 18 48 0 96 2 43 80 28 69 74 71 79 93 22 7 6 33 57 31 64 14 89 87 53 39 58 59 40 83 13 54 11 70 42 78 66 32 94 15 95 24 82 1 16 46 98 17 37 60 92 72 85 63 41 62 23 36 19 99 3 8 47 49 68 25 45 52 61 91 20 29 44 76 27 34 5 56 75 55 38 35    0.442276606104 -0.0378714460625
16 41 36 15 60 48 69 31 89 61 88 86 47 83 73 9 0 28 52 71 2 95 67 91 81 19 97 79 10 26 4 22 74 56 50 75 87 34 98 78 45 35 65 55 53 3 57 38 21 64 24 84 30 33 11 70 77 99 51 32 90 96 85 18 29 40 7 42 93 54 82 17 12 39 1 43 59 80 6 14 66 25 58 37 63 13 8 94 20 46 72 62 92 49 27 23 68 44 5 76    0.190339261645 2.65721036362
65 33 7 74 93 57 54 42 32 82 17 50 1 24 78 85 26 98 66 30 99 97 25 63 6 29 88 69 81 3 31 83 89 8 90 48 73 12 10 45 9 4 20 86 27 80 72 49 34 91 52 21 67 43 56 5 51 94 0 38 61 84 77 2 18 13 55 28 96 75 35 71 36 16 92 79 15 46 14 22 58 41 23 60 87 64 59 53 39 95 40 62 11 70 47 37 68 19 76 44    -1.17219033264 -0.195807723117
4 10 81 97 21 67 9 26 73 84 50 86 51 30 0 77 2 90 28 96 18 71 79 88 22 48 64 87 53 12 40 69 43 65 39 11 70 95 80 59 14 15 31 58 74 89 16 60 37 83 93 19 41 57 13 33 6 7 47 46 94 78 54 62 36 42 32 92 98 24 66 82 23 1 68 17 61 44 72 85 52 76 63 91 3 45 99 49 8 29 25 34 56 20 27 75 5 55 35 38    0.952918819946 0.276358937331
19 95 47 60 71 15 79 28 87 2 22 53 41 0 16 67 64 11 70 86 9 73 48 40 81 10 88 84 4 36 21 97 69 77 96 39 31 51 18 89 26 83 50 61 59 30 37 90 52 14 65 74 91 58 43 12 57 78 80 98 56 33 75 45 3 34 24 35 55 13 93 7 62 44 32 46 38 68 54 6 42 99 85 76 82 94 17 92 29 23 1 66 72 63 25 8 49 20 27 5    2.35528848025 2.56976573946
98 78 3 24 57 45 74 99 29 85 34 32 33 83 91 56 89 52 31 65 17 82 38 42 69 55 54 7 35 75 61 88 1 48 93 50 25 26 97 73 86 36 9 81 66 30 63 10 4 8 16 20 6 15 41 0 67 90 12 2 28 27 71 60 21 49 79 80 72 51 84 5 47 77 43 22 95 18 96 87 94 53 64 13 19 14 11 70 58 92 40 39 46 59 23 62 37 68 76 44    -1.93708671303 1.04158240757
22 79 87 53 64 2 67 28 71 84 0 11 70 21 40 77 10 4 96 95 51 81 18 9 39 73 86 97 19 59 60 26 15 48 88 90 30 50 37 47 16 14 41 58 43 69 12 80 31 65 89 13 83 36 62 74 44 46 68 57 76 93 94 6 92 33 23 7 61 78 98 52 54 24 32 91 42 66 82 72 1 3 17 85 45 63 99 34 56 49 29 75 8 55 25 35 20 38 27 5    1.97359803558 0.747044379894
62 58 14 46 68 13 43 76 23 44 92 80 59 37 12 94 18 51 90 96 77 39 21 84 30 40 6 4 72 10 64 70 11 26 50 97 81 22 67 53 87 49 79 93 66 2 9 28 0 65 71 73 86 63 7 5 88 27 8 54 20 48 33 1 95 74 42 57 82 69 32 17 19 25 31 15 24 89 78 60 85 16 83 98 41 47 99 29 3 36 45 52 91 61 34 56 38 55 75 35    1.85515223077 -2.13741241863
61 52 36 91 83 89 31 75 56 69 35 55 34 45 48 38 16 3 41 88 98 15 78 86 74 73 57 9 60 24 99 47 65 97 81 29 0 33 26 50 85 32 67 28 2 71 10 4 95 17 82 7 42 79 54 19 30 93 22 1 87 21 53 25 90 84 64 51 77 66 12 96 18 11 70 63 6 40 8 80 43 20 39 59 27 14 72 58 49 13 94 37 5 46 92 23 62 68 44 76    -1.13502670514 2.79111996368
65 74 57 33 50 26 78 7 24 88 32 97 69 98 93 54 31 42 89 83 48 82 81 85 73 30 17 9 86 1 99 10 3 4 45 29 90 66 91 6 52 25 12 67 34 63 0 56 21 61 2 28 8 36 51 80 71 16 84 20 38 15 55 43 75 77 35 18 79 41 72 96 27 49 22 60 94 13 87 95 5 64 53 14 58 47 39 46 92 59 40 11 70 19 23 62 37 68 76 44    -0.886995867283 0.35189671045
15 16 41 60 47 36 95 0 48 86 71 28 19 2 73 9 88 69 67 79 31 89 81 61 83 22 87 97 10 53 4 52 64 26 91 50 21 11 70 84 74 65 77 40 51 96 30 56 78 98 57 75 18 34 45 3 35 55 90 39 24 33 38 12 32 59 99 7 85 93 43 29 54 42 14 82 37 80 17 58 1 6 66 13 25 63 46 94 62 92 44 8 72 68 23 20 76 49 27 5    0.882152816792 2.64733309901
20 8 27 63 5 66 49 25 1 54 93 42 82 72 7 17 6 32 33 85 65 24 57 94 29 99 74 12 78 30 80 50 98 26 90 92 13 3 43 23 46 45 97 4 81 10 88 83 34 69 89 31 51 73 9 48 21 58 62 86 14 56 18 38 91 77 52 84 68 96 55 67 76 35 75 59 0 44 61 2 28 39 71 37 79 22 36 40 64 16 15 87 53 11 70 41 60 95 47 19    -2.2752329139 -2.14582618255
32 85 17 82 42 24 33 54 99 1 29 7 57 25 78 74 98 93 65 3 63 66 45 8 20 34 50 83 27 6 26 56 89 31 38 91 69 52 55 30 88 49 97 5 35 75 48 72 81 73 12 90 9 86 61 10 4 80 94 36 43 67 21 0 51 13 16 2 28 84 15 77 18 92 71 41 96 46 79 23 60 14 58 22 87 64 95 59 53 62 39 47 40 11 70 68 19 37 76 44    -2.32882043944 -0.162647696287
9 81 73 86 97 10 88 4 67 48 26 0 50 2 28 69 71 21 79 30 31 84 22 65 89 15 90 51 16 77 87 83 74 95 60 53 96 18 64 41 12 57 11 70 36 47 40 33 19 78 43 39 93 7 98 80 61 24 59 52 32 14 54 91 42 6 58 3 82 45 85 17 1 37 13 99 66 34 56 94 29 46 63 75 55 92 62 35 72 25 38 23 8 68 20 44 49 76 27 5    0.550609923482 0.833604132594
6 72 66 93 12 94 80 49 63 30 90 7 8 13 20 43 27 54 1 5 50 65 92 42 26 33 46 82 23 17 25 32 97 74 4 57 51 10 58 81 14 21 18 85 62 24 77 96 84 78 68 9 73 88 59 86 98 99 76 67 48 29 69 39 44 31 37 0 89 83 2 3 28 40 71 79 64 22 45 87 53 11 70 34 91 52 56 15 16 95 61 38 60 36 41 55 75 35 19 47    -0.498875803002 -1.71776480876
85 29 99 17 32 82 24 25 42 54 33 1 78 57 98 7 3 74 45 93 65 63 34 8 66 20 38 56 55 91 83 27 52 35 89 75 31 50 6 69 26 49 5 88 30 61 97 48 72 73 81 86 9 12 90 10 4 36 80 94 67 43 0 16 21 51 15 13 2 41 28 84 71 92 77 18 46 96 60 79 23 22 14 58 95 87 47 64 53 59 62 39 40 11 70 19 68 37 76 44    -2.90299832752 -0.0323136638818
59 37 14 39 58 18 96 77 51 40 84 44 62 43 21 68 76 70 11 64 90 46 13 80 12 4 53 23 22 92 87 10 30 79 67 94 81 2 28 97 71 0 26 50 9 73 86 95 6 88 72 19 48 65 93 60 15 69 66 7 49 16 74 47 33 31 41 63 54 57 89 42 1 83 5 8 82 27 32 20 78 17 24 36 98 85 25 99 61 3 52 91 45 29 34 56 75 55 38 35    2.56944340566 -1.18878971669
15 60 0 71 28 2 16 95 41 47 67 86 79 9 73 19 48 22 87 88 81 53 10 69 97 4 36 64 31 89 21 11 70 84 26 83 50 77 40 96 61 51 18 30 39 65 90 74 52 91 57 59 78 98 12 33 43 37 14 45 3 56 24 34 75 58 80 7 93 35 32 55 54 42 99 38 85 82 6 17 13 29 1 66 46 62 94 44 92 68 63 23 25 76 72 8 20 49 27 5    1.25273347373 2.01331792346
92 23 94 46 13 80 62 43 68 72 12 76 58 6 14 90 44 49 30 51 18 59 66 5 37 77 96 93 63 27 21 39 84 8 50 20 4 26 10 7 97 65 1 54 40 81 42 33 82 64 67 17 25 9 70 11 74 73 32 22 57 86 53 2 88 0 79 87 28 71 85 48 24 78 69 98 31 99 89 29 95 83 3 15 16 45 60 19 41 91 52 47 34 36 61 56 38 55 75 35    0.812027503064 -2.90957516805
75 35 55 56 38 34 91 52 45 61 3 83 98 89 78 31 36 99 29 24 69 57 74 85 32 48 88 33 65 16 17 82 41 42 86 73 15 54 7 9 50 26 97 1 81 25 60 93 0 10 47 67 4 28 2 71 30 66 63 95 79 8 90 20 19 6 21 22 12 87 84 27 51 53 77 64 18 96 80 49 72 43 5 11 70 40 94 39 13 14 59 58 46 92 37 23 62 68 44 76    -2.44424443569 2.67481552224
72 49 5 6 27 66 63 20 8 94 93 1 80 7 12 92 54 13 42 25 23 46 82 30 90 43 17 33 65 32 50 26 85 57 74 62 58 24 14 68 51 97 4 78 76 18 10 99 21 81 29 77 96 98 84 44 59 88 9 73 86 3 69 48 37 39 67 31 45 89 83 0 40 2 28 64 71 22 79 34 70 11 91 53 87 56 52 38 55 61 15 16 35 75 95 36 60 41 19 47    -1.04058941586 -2.59737318184
32 82 17 42 85 54 33 7 1 24 57 25 99 29 78 74 93 65 98 66 63 3 8 45 20 50 6 26 27 34 83 89 31 30 69 56 49 91 88 97 38 5 52 72 48 55 81 12 90 73 35 9 75 86 10 4 61 80 94 43 67 36 21 51 0 13 2 84 16 28 77 18 92 15 71 96 46 41 23 79 14 58 22 60 87 64 59 53 62 95 39 40 47 11 70 68 37 19 76 44    -2.12826688755 -0.25728497147
43 80 58 14 12 90 13 51 18 46 77 96 59 62 30 21 92 84 94 23 39 68 37 4 76 44 10 40 6 26 50 97 81 64 72 67 70 11 22 9 53 79 93 73 2 87 65 0 28 86 71 66 88 49 7 48 63 33 74 54 1 42 95 69 8 5 57 27 20 82 32 17 31 89 15 78 19 24 60 83 25 85 16 98 41 47 99 29 3 36 45 52 91 61 34 56 55 38 75 35    1.37792812368 -1.43930016744
33 57 74 32 65 24 7 42 54 78 82 85 17 93 98 1 99 29 50 3 25 26 45 66 83 89 31 69 63 88 97 30 8 6 48 34 81 73 20 91 9 86 52 56 10 90 4 12 38 27 55 61 49 35 75 72 80 67 5 0 21 36 43 51 94 2 28 16 84 71 15 77 18 13 96 41 79 22 60 92 46 14 58 87 23 64 95 53 59 39 47 40 11 70 62 19 37 68 76 44    -1.54476310663 0.0662293015238
43 14 51 18 58 77 96 90 59 80 12 21 84 13 39 30 37 46 62 4 40 10 68 92 23 44 94 76 26 64 97 81 50 70 11 67 22 6 53 79 87 2 9 0 28 73 71 86 72 65 93 88 48 66 95 7 49 74 69 33 63 54 57 42 1 19 15 31 8 60 82 5 89 32 27 20 16 17 83 78 24 41 47 85 98 25 99 36 3 29 45 61 52 91 34 56 55 75 38 35    1.58397545854 -1.17309350581
90 30 4 21 51 10 12 77 18 26 84 97 50 81 96 43 80 67 9 73 14 58 86 59 39 0 2 28 13 65 22 64 88 79 40 71 6 48 87 53 46 11 70 37 94 93 92 62 69 74 7 23 33 68 66 57 95 31 72 54 44 89 76 42 15 83 1 32 16 82 78 63 60 24 17 19 49 98 41 85 8 47 20 27 25 36 5 99 3 45 29 52 61 91 34 56 75 55 38 35    0.908471393664 -0.441433977099
20 27 8 5 63 25 49 66 1 54 17 82 42 72 93 7 6 32 85 33 29 24 99 57 65 94 74 78 98 12 80 30 50 92 3 13 26 90 45 23 46 43 97 34 83 4 81 88 10 89 56 38 31 69 51 91 62 73 48 9 58 55 52 21 14 86 18 35 68 77 75 96 84 76 67 61 59 44 0 2 28 39 37 71 36 79 22 40 64 16 15 87 53 41 11 70 60 95 47 19    -2.98048894093 -2.59745182029
29 99 3 45 98 24 85 78 34 32 57 38 56 17 33 82 74 55 42 91 35 54 75 52 25 1 7 83 65 89 31 93 61 69 63 88 66 50 8 48 26 20 36 97 73 86 9 27 81 6 30 10 4 49 16 5 90 41 12 15 72 67 0 2 28 80 60 71 21 51 43 94 79 84 77 47 18 22 96 95 13 87 92 53 64 46 19 14 58 23 39 11 40 59 70 62 37 68 76 44    -2.87812542523 0.880272672752
92 94 23 13 46 80 72 43 62 12 6 68 76 58 14 90 49 44 30 66 5 51 18 59 63 27 93 77 96 37 8 21 20 50 84 26 39 4 7 10 65 1 97 54 81 42 40 33 82 25 17 67 74 64 32 9 73 57 70 11 86 22 88 0 2 79 53 85 28 87 24 71 48 78 69 98 99 31 89 29 83 95 3 15 45 16 60 19 41 91 52 34 47 36 56 61 38 55 75 35    0.668420206052 -2.87824923267
62 58 68 46 14 76 13 44 23 43 92 80 59 37 94 12 18 51 90 96 39 77 21 84 30 40 6 4 72 10 64 70 11 26 50 97 81 22 53 67 49 87 66 79 93 2 9 28 0 71 65 73 86 63 5 7 27 88 8 20 54 48 1 33 95 42 74 82 57 69 17 32 19 25 31 15 24 78 89 60 85 16 83 98 47 41 99 29 3 36 45 52 91 61 34 56 38 55 75 35    1.92312932288 -2.25553474359
